"","TAXON_CODE","Taxon","TAXON_CODE_Historical","Taxon_Historical","TSN","OTU_RIV05_Nov05","OTU_Stress05","OTU_BCG_WV-PL","Code_USU","OTU2N_USU","Comments","CommonName","Kingdom","Phylum","Class","SubClass","Order","SubOrder","Super Family","Family","SubFamily","Tribe","Genus","SubGenus","SpeciesGroup","SpeciesComplex","Species","SubSpecies","AKA","BBI","FFG","Voltine","SedimentTolerant","Tolerant","MTI","Cold","ORIGIN","TOL","VBI","REPRO GUILD","ADULT FW HABITAT GUILD","TEMPERATURE PREFERENCE","ADULT FRESHWATER TROPHIC GUILD","tax_uid","txrnk_name","tax_last_change_date","tax_storet_id","tax_srs_id","tax_description"
"156","EPH630","Choroterpes",NA,NA,101108,"Leptophlebiidae","666","Leptophlebiidae",288,"Choroterpes",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia",NA,"Leptophlebiidae",NA,NA,"Choroterpes",NA,NA,NA,NA,NA,NA,2,"CG","UV","U","T",1,"U",NA,NA,NA,NA,NA,NA,NA,23599,"Genus",2017-04-04 09:52:30,"NULL","NULL","(Eaton 1881)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101108"
"157","EPH610","Leptophlebia",NA,NA,101148,"Leptophlebiidae","666","Leptophlebiidae",291,"Leptophlebia",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia",NA,"Leptophlebiidae",NA,NA,"Leptophlebia",NA,NA,NA,NA,NA,NA,4,"CG","UV","U","T",1,"U",NA,NA,NA,NA,NA,NA,NA,23604,"Genus",2017-04-04 09:53:10,"NULL","NULL","(Westwood 1840)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101148"
"158","EPH620","Paraleptophlebia",NA,NA,101187,"Leptophlebiidae","Paraleptophlebia","Paraleptophlebia",292,"Paraleptophlebia",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia",NA,"Leptophlebiidae",NA,NA,"Paraleptophlebia",NA,NA,NA,NA,NA,NA,4,"CG","UV","U","U",1,"U",NA,NA,NA,NA,NA,NA,NA,23605,"Genus",2017-04-04 09:53:32,"NULL","NULL","(Lestage 1917)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101187"
"159","EPH622","Paraleptophlebia debilis",NA,NA,101193,"Leptophlebiidae","Paraleptophlebia","Paraleptophlebia",1422,"Paraleptophlebia",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia",NA,"Leptophlebiidae",NA,NA,"Paraleptophlebia",NA,NA,NA,"debilis",NA,NA,1,"OM","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23607,"Species",2017-04-04 09:53:32,"NULL","NULL","(Walker 1853)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101193"
"160","EPH623","Paraleptophlebia gregalis",NA,NA,101195,"Leptophlebiidae","Paraleptophlebia","Paraleptophlebia",1423,"Paraleptophlebia",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia",NA,"Leptophlebiidae",NA,NA,"Paraleptophlebia",NA,NA,NA,"gregalis",NA,NA,1,"OM",NA,"U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,29617,"Species",2017-04-04 09:53:32,"NULL","NULL","(Eaton 1884)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101195"
"161","EPH300","Ephemerellidae",NA,NA,101232,"666","666","Ephemerellidae",262,"666",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"CG","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23559,"Family",2016-03-24 01:12:40,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101232"
"162","EPH340","Ephemerella",NA,NA,101233,"Ephemerella","Ephemerella","Ephemerellidae",268,"Ephemerella",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Ephemerella",NA,NA,NA,NA,NA,NA,1,"CG","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23583,"Genus",2017-04-04 09:52:46,"NULL","NULL","(Walsh 1862)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101233"
"163","EPH343","Ephemerella maculata",NA,NA,101244,"Ephemerella","Ephemerella","Ephemerellidae",1414,"Ephemerella",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Ephemerella",NA,NA,NA,"maculata",NA,NA,1,"CG",NA,"U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,29633,"Species",2017-04-04 09:52:46,"NULL","NULL","(Traver 1934)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101244"
"164","EPH346","Ephemerella alleni","New Taxon; 3/3/16; mbs",NA,101251,"Ephemerella","Ephemerella","Ephemerellidae",1411,"Ephemerella","New taxon per Rhithron; 3/3/2016; mbs",NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Ephemerella",NA,NA,NA,"alleni",NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,34056,"Species",2017-04-04 09:52:46,"NULL","NULL","(Jensen and Edmunds 1966)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101251"
"165","EPH341","Ephemerella aurivillii",NA,NA,101255,"Ephemerella","Ephemerella","Ephemerella aurivillii",1224,"Ephemerella",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Ephemerella",NA,NA,NA,"aurivillii",NA,NA,1,"CG","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23584,"Species",2017-04-04 09:52:46,"NULL","NULL","(Bengtsson 1908)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101255"
"166","EPH344","Ephemerella excrucians",NA,NA,101276,"Ephemerella","Ephemerella","Ephemerellidae",1063,"Ephemerella","Replaced E. inermis (K.Parkin 10/06)",NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Ephemerella",NA,NA,NA,"excrucians",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,22689,"Species",2017-04-04 09:52:46,"NULL","NULL","(Walsh 1862)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101276"
"167","EPH360","Timpanoga",NA,NA,101317,"Timpanoga_hecuba","Timpanoga_hecuba","Timpanoga hecuba",265,"Timpanoga_hecuba",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Timpanoga",NA,NA,NA,NA,NA,NA,7,"CG","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23595,"Genus",2017-04-04 09:54:02,"NULL","NULL","(Needham 1927)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101317"
"168","EPH361","Timpanoga hecuba",NA,NA,101318,"Timpanoga_hecuba","Timpanoga_hecuba","Timpanoga hecuba",1031,"Timpanoga_hecuba",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Timpanoga",NA,NA,NA,"hecuba",NA,NA,7,"CG","UN","U","U",1,"U",NA,NA,NA,NA,NA,NA,NA,23596,"Species",2017-04-04 09:54:02,"NULL","NULL","(Eaton 1884)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101318"
"169","EPH370","Eurylophella",NA,NA,101324,"Eurylophella","666","Ephemerellidae",269,"Eurylophella",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Eurylophella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,23589,"Genus",2017-04-04 09:52:50,"NULL","NULL","(Tiensuu 1935)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101324"
"170","EPH310","Attenella",NA,NA,101338,"Attenella","Attenella","Attenella",263,"Attenella",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Attenella",NA,NA,NA,NA,NA,NA,2,"CG","UV","U","U",1,"U",NA,NA,NA,NA,NA,NA,NA,23560,"Genus",2017-04-04 09:52:19,"NULL","NULL","(Edmunds 1971)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101338"
"171","EPH312","Attenella margarita",NA,NA,101343,"Attenella","Attenella","Attenella margarita",1260,"Attenella",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Attenella",NA,NA,NA,"margarita",NA,NA,2,"CG","UV","U","U",1,"U",NA,NA,NA,NA,NA,NA,NA,23565,"Species",2017-04-04 09:52:19,"NULL","NULL","(Needham 1927)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101343"
"172","EPH311","Attenella delantala",NA,NA,101345,"Attenella","Attenella","Attenella delantala",1220,"Attenella",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Attenella",NA,NA,NA,"delantala",NA,NA,2,"CG","UV","U","U",1,"U",NA,NA,NA,NA,NA,NA,NA,23563,"Species",2017-04-04 09:52:19,"NULL","NULL","(Mayo 1952)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101345"
"173","EPH320","Caudatella",NA,NA,101347,"Caudatella","Caudatella","Caudatella",264,"Caudatella",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Caudatella",NA,NA,NA,NA,NA,NA,1,"CG","UV","U","S",0,"U",NA,NA,NA,NA,NA,NA,NA,23567,"Genus",2017-04-04 09:52:26,"NULL","NULL","(Edmunds 1959)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101347"
"174","EPH323","Caudatella hystrix",NA,NA,101348,"Caudatella","Caudatella","Caudatella hystrix",1033,"Caudatella",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Caudatella",NA,NA,NA,"hystrix",NA,NA,1,"CG","UV","U","S",0,"T",NA,NA,NA,NA,NA,NA,NA,23570,"Species",2017-04-04 09:52:26,"NULL","NULL","(Traver 1934)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101348"
"175","EPH322","Caudatella heterocaudata",NA,NA,101351,"Caudatella","Caudatella","Caudatella heterocaudata",1071,"Caudatella",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Caudatella",NA,NA,NA,"heterocaudata",NA,NA,1,"CG","UV","U","S",0,"T",NA,NA,NA,NA,NA,NA,NA,23568,"Species",2017-04-04 09:52:26,"NULL","NULL","(McDunnough 1929)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101351"
"176","EPH330","Drunella",NA,NA,101365,"666","666","Drunella",266,"666",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Drunella",NA,NA,NA,NA,NA,NA,0,"SC","SV","U","S",666,"U",NA,NA,NA,NA,NA,NA,NA,23573,"Genus",2017-04-04 09:52:43,"NULL","NULL","(Needham 1905)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101365"
"177","EPH334","Drunella grandis",NA,NA,101370,"Drunella_grandis","Drunella_grandis","Drunella grandis/spinifera",970,"Drunella_grandis",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Drunella",NA,NA,NA,"grandis",NA,NA,0,"CG","SV","U","S",1,"U",NA,NA,NA,NA,NA,NA,NA,23579,"Species",2017-04-04 09:52:43,"NULL","NULL","(Eaton 1884)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101370"
"178","EPH336","Drunella spinifera",NA,NA,101385,"Drunella_spinifera","Drunella_spinifera","Drunella grandis/spinifera",836,"Drunella_spinifera",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Drunella",NA,NA,NA,"spinifera",NA,NA,0,"PR","UV","U","S",0,"T",NA,NA,NA,NA,NA,NA,NA,23581,"Species",2017-04-04 09:52:43,"NULL","NULL","(Needham 1927)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101385"
"179","EPH331","Drunella coloradensis",NA,NA,101389,"Drunella_coloradensis/flavilinea","Drunella_coloradensis/flavilinea","Drunella coloradensis/flavilinea",835,"Drunella_coloradensis_flavilinea",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Drunella",NA,NA,NA,"coloradensis",NA,NA,0,"CG","UV","U","S",0,"U",NA,NA,NA,NA,NA,NA,NA,23574,"Species",2017-04-04 09:52:43,"NULL","NULL","(Dodds 1923)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101389"
"180","EPH333","Drunella flavilinea",NA,NA,101392,"Drunella_coloradensis/flavilinea","Drunella_coloradensis/flavilinea","Drunella coloradensis/flavilinea",1036,"Drunella_coloradensis_flavilinea",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Drunella",NA,NA,NA,"flavilinea",NA,NA,0,"SC","SV","U","S",0,"U",NA,NA,NA,NA,NA,NA,NA,23578,"Species",2017-04-04 09:52:43,"NULL","NULL","(McDunnough 1926)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101392"
"181","EPH350","Serratella",NA,NA,101395,"Serratella","666","Ephemerellidae",271,"Serratella",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Serratella",NA,NA,NA,NA,NA,NA,2,"CG","UV","U","U",1,"U",NA,NA,NA,NA,NA,NA,NA,23591,"Genus",2017-04-04 09:53:52,"NULL","NULL","(Edmunds 1959)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101395"
"182","EPH352","Ephemerella tibialis",NA,"Serratella tibialis",101401,"Serratella","Serratella_tibialis","Ephemerella tibialis",5846,"Ephemerella","Updated ""Seratella"" to ""Ephemerella"" per Rhithron recs; 2/9/15 mbs",NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Ephemerellidae",NA,NA,"Ephemerella",NA,NA,NA,"tibialis",NA,NA,2,"CG","UV","U","U",1,"U",NA,NA,NA,NA,NA,NA,NA,23594,"Species",2017-04-04 09:52:47,"NULL","NULL","(McDunnough 1924)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101401"
"183","EPH810","Tricorythodes",NA,NA,101405,"Tricorythodes","Tricorythodes","Tricorythodes",307,"Tricorythodes",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemerelloidea","Leptohyphidae",NA,NA,"Tricorythodes",NA,NA,NA,NA,NA,NA,4,"CG","UV","T","T",4,"U",NA,NA,NA,NA,NA,NA,NA,23614,"Genus",2017-04-04 09:54:03,"NULL","NULL","(Ulmer 1920)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101405"
"184","EPH200","Caenidae",NA,NA,101467,"666","666","Ephemeroptera",259,"666",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Caenoidea","Caenidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"CG","UN","U","T",666,"U",NA,NA,NA,NA,NA,NA,NA,22912,"Family",2016-03-24 01:12:27,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101467"
"185","EPH210","Caenis",NA,NA,101478,"Caenis","Caenis","Caenis",261,"Caenis",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Caenoidea","Caenidae",NA,NA,"Caenis",NA,NA,NA,NA,NA,NA,7,"CG","UV","U","T",3,"U",NA,NA,NA,NA,NA,NA,NA,22914,"Genus",2017-04-04 09:52:24,"NULL","NULL","(Stephens 1835)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101478"
"186","EPH213","Caenis tardata",NA,NA,101479,"Caenis","666","Caenis",2282,"Caenis",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Caenoidea","Caenidae",NA,NA,"Caenis",NA,NA,NA,"tardata",NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22372,"Species",2017-04-04 09:52:24,"NULL","NULL","(McDunnough 1931)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101479"
"187","EPH212","Caenis amica",NA,NA,101480,"Caenis","666","Caenis",1730,"Caenis",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Caenoidea","Caenidae",NA,NA,"Caenis",NA,NA,NA,"amica",NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22915,"Species",2017-04-04 09:52:24,"NULL","NULL","(Hagen 1861)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101480"
"188","EPH211","Caenis latipennis",NA,NA,101488,"Caenis","666","Caenis",1825,"Caenis",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Caenoidea","Caenidae",NA,NA,"Caenis",NA,NA,NA,"latipennis",NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22371,"Species",2017-04-04 09:52:24,"NULL","NULL","(Banks 1907)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101488"
"189","EPH400","Ephemeridae",NA,NA,101525,"Ephemeridae","666","Ephemeroptera",273,"666",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemeroidea","Ephemeridae",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"CG",NA,"U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,22919,"Family",2016-03-24 01:12:42,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101525"
"190","EPH411","Ephemera simulans",NA,NA,101530,"Ephemeridae","666","Ephemeroptera",1415,"Ephemera",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemeroidea","Ephemeridae",NA,NA,"Ephemera",NA,NA,NA,"simulans",NA,NA,7,"CG",NA,"U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23193,"Species",2017-04-04 09:52:46,"NULL","NULL","(Walker 1853)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101530"
"191","EPH420","Hexagenia",NA,NA,101537,"Ephemeridae","666","Hexagenia",275,"Hexagenia",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemeroidea","Ephemeridae",NA,NA,"Hexagenia",NA,NA,NA,NA,NA,NA,6,"CG","UV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23194,"Genus",2017-04-04 09:52:59,"NULL","NULL","(Walsh 1863)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101537"
"192","EPH421","Hexagenia limbata",NA,NA,101552,"Ephemeridae","666","Hexagenia",1003,"Hexagenia",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemeroidea","Ephemeridae",NA,NA,"Hexagenia",NA,NA,NA,"limbata",NA,NA,7,"CG",NA,"U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23197,"Species",2017-04-04 09:52:59,"NULL","NULL","(Serville 1829)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101552"
"193","EPH910","Ephoron",NA,NA,101570,"Polymitarcydae","666","Ephemeroptera",299,"Ephoron",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemeroidea","Polymitarcyidae",NA,NA,"Ephoron",NA,NA,NA,NA,NA,NA,7,"CG",NA,"U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23202,"Genus",2017-04-04 09:52:47,"NULL","NULL","(Williamson 1802)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101570"
"194","EPH911","Ephoron album",NA,NA,101571,"Polymitarcydae","666","Ephemeroptera",791,"Ephoron",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Ephemeroptera","Furcatergalia","Ephemeroidea","Polymitarcyidae",NA,NA,"Ephoron",NA,NA,NA,"album",NA,NA,7,"CG",NA,"U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,23203,"Species",2017-04-04 09:52:47,"NULL","NULL","(Say 1824)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101571"
"195","ODO000","Odonata",NA,NA,101593,"666","666","Odonata",363,"666",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Odonata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"PR","SV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,27221,"Order",2017-04-04 09:53:27,"NULL","NULL","(Fabricius 1793)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101593"
"196","ODO001","Anisoptera",NA,NA,101594,"666","666","Odonata",2307,"666","taxon code added 2/17/04 by SH; needed for Ann & Kate's id's",NA,"Animalia","Arthropoda","Insecta","Pterygota","Odonata","Anisoptera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,22336,"Suborder",2017-04-04 09:52:11,"NULL","NULL","(Selys 1854)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101594"
"197","ODO100","Aeshnidae",NA,NA,101596,"Aeshnidae","666","Aeshnidae",364,"666",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Odonata","Anisoptera",NA,"Aeshnidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"PR","SV","U","T",666,"U",NA,NA,NA,NA,NA,NA,NA,27222,"Family",2016-03-24 01:12:43,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101596"
"198","ODO120","Anax",NA,NA,101597,"Aeshnidae","666","Aeshnidae",366,"Anax",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Odonata","Anisoptera",NA,"Aeshnidae",NA,NA,"Anax",NA,NA,NA,NA,NA,NA,8,"PR","SV","U","T",666,"U",NA,NA,NA,NA,NA,NA,NA,27226,"Genus",2017-04-04 09:52:11,"NULL","NULL","(Leach 1815)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101597"
"199","ODO110","Aeshna",NA,NA,101603,"Aeshnidae","666","Aeshna",365,"Aeshna",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Odonata","Anisoptera",NA,"Aeshnidae",NA,NA,"Aeshna",NA,NA,NA,NA,NA,NA,5,"PR","SV","U","T",666,"U",NA,NA,NA,NA,NA,NA,NA,27224,"Genus",2017-04-04 09:52:13,"NULL","NULL","(Fabricius 1775)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101603"
"200","ODO300","Gomphidae",NA,NA,101664,"Gomphidae","Gomphidae","Gomphidae",385,"Gomphidae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Odonata","Anisoptera",NA,"Gomphidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"PR","SV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,27237,"Family",2016-03-24 01:12:43,"NULL","NULL","http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101664"
"201","ODO350","Stylurus",NA,NA,101666,"Gomphidae","Gomphidae","Stylurus",392,"Gomphidae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Odonata","Anisoptera",NA,"Gomphidae",NA,NA,"Stylurus",NA,NA,NA,NA,NA,NA,4,"PR",NA,"U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,27390,"Genus",2017-04-04 09:53:57,"NULL","NULL","(Needham 1897)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101666"
"202","ODO330","Erpetogomphus",NA,NA,101725,"Gomphidae","Gomphidae","Gomphidae",386,"Gomphidae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Odonata","Anisoptera",NA,"Gomphidae",NA,NA,"Erpetogomphus",NA,NA,NA,NA,NA,NA,4,"PR","SV","U","U",666,"U",NA,NA,NA,NA,NA,NA,NA,27242,"Genus",2017-04-04 09:52:48,"NULL","NULL","(Selys 1858)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101725"
"203","ODO310","Octogomphus",NA,NA,101736,"Gomphidae","Gomphidae","Gomphus",389,"Gomphidae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Odonata","Anisoptera",NA,"Gomphidae",NA,NA,"Octogomphus",NA,NA,NA,NA,NA,NA,4,"PR","SV","T","U",666,"U",NA,NA,NA,NA,NA,NA,NA,27253,"Genus",2017-04-04 09:53:27,"NULL","NULL","(Selys 1873)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101736"
"204","ODO311","Octogomphus specularis",NA,NA,101737,"Gomphidae","Gomphidae","Octogomphus specularis",1542,"Gomphidae",NA,NA,"Animalia","Arthropoda","Insecta","Pterygota","Odonata","Anisoptera",NA,"Gomphidae",NA,NA,"Octogomphus",NA,NA,NA,"specularis",NA,NA,NA,NA,NA,NA,NA,666,NA,NA,NA,NA,NA,NA,NA,NA,29705,"Species",2017-04-04 09:53:27,"NULL","NULL","(Hagen in Selys 1859)~http://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=101737"
